,ltla_code,X,utla_code,utla_name,ltla_name,total_first_dose,total_second_dose,population,median_age,White_British,Other_White,Mixed,Asian,Black,Other,mean_imd_score
197,E07000179,193,E10000025,Oxfordshire,South Oxfordshire,99466,70491,142057,44.1,89.92805755,6.474820144,1.438848921,1.438848921,0,0.71942446,8.459
198,E07000180,194,E10000025,Oxfordshire,Vale of White Horse,89904,62758,136007,42.7,83.07692308,6.923076923,2.307692308,2.307692308,3.076923077,2.307692308,8.358
199,E07000181,195,E10000025,Oxfordshire,West Oxfordshire,74775,55652,110643,44.2,92.66055046,4.587155963,0.917431193,0.917431193,0,0.917431193,8.684
200,E07000187,196,E10000027,Somerset,Mendip,77946,61761,115587,46.3,92.03539823,3.539823009,2.654867257,1.769911504,0,0,16.6
201,E07000188,197,E10000027,Somerset,Sedgemoor,82121,63587,123178,46.2,94.26229508,4.098360656,0.819672131,0,0.819672131,0,21.306
202,E07000189,198,E10000027,Somerset,South Somerset,116815,92918,168345,46.9,94.57831325,3.614457831,0.602409639,0.602409639,0,0.602409639,17.347
203,E07000192,199,E10000028,Staffordshire,Cannock Chase,65247,51204,100762,42.6,97.93814433,1.030927835,0,1.030927835,0,0,20.426
204,E07000193,200,E10000028,Staffordshire,East Staffordshire,75038,58702,119754,42.1,87.93103448,6.034482759,0,6.034482759,0,0,19.028
205,E07000194,201,E10000028,Staffordshire,Lichfield,70760,56750,104756,46.1,94.17475728,1.941747573,0.970873786,2.912621359,0,0,12.566
206,E07000195,202,E10000028,Staffordshire,Newcastle-under-Lyme,81909,63463,129441,41.9,94.53125,1.5625,0.78125,1.5625,0.78125,0.78125,18.929
207,E07000196,203,E10000028,Staffordshire,South Staffordshire,77585,63766,112436,47.5,93.75,1.785714286,0,3.571428571,0.892857143,0,13.124
208,E07000197,204,E10000028,Staffordshire,Stafford,92701,75111,137280,45.1,91.11111111,2.222222222,0.740740741,2.222222222,1.481481481,2.222222222,13.678
209,E07000198,205,E10000028,Staffordshire,Staffordshire Moorlands,68443,54473,98435,47.8,97.93814433,1.030927835,1.030927835,0,0,0,15.04
210,E07000199,206,E10000028,Staffordshire,Tamworth,47945,36423,76696,41.2,96.1038961,2.597402597,1.298701299,0,0,0,21.061
211,E07000200,207,E10000029,Suffolk,Babergh,64227,50851,92036,48.1,95.50561798,2.247191011,0,2.247191011,0,0,14.267
212,E07000202,208,E10000029,Suffolk,Ipswich,84538,61770,136913,37.5,77.53623188,7.971014493,5.072463768,3.623188406,5.072463768,0.724637681,25.89
213,E07000203,209,E10000029,Suffolk,Mid Suffolk,71911,58394,103895,47.2,98,1,1,0,0,0,13.225
214,E07000207,210,E10000030,Surrey,Elmbridge,92610,61027,136795,42.3,76.64233577,13.86861314,2.189781022,3.649635036,0.729927007,2.919708029,7.944
215,E07000208,211,E10000030,Surrey,Epsom and Ewell,51561,35848,80627,41.4,80.76923077,11.53846154,0,5.128205128,0,2.564102564,8.833
216,E07000209,212,E10000030,Surrey,Guildford,89426,62338,148998,37.5,89.65517241,3.448275862,1.379310345,3.448275862,0.689655172,1.379310345,9.395
217,E07000210,213,E10000030,Surrey,Mole Valley,59708,44902,87245,46.7,91.86046512,2.325581395,0,5.813953488,0,0,9.511
218,E07000211,214,E10000030,Surrey,Reigate and Banstead,95998,67539,148748,41.3,83.44827586,4.827586207,2.75862069,5.517241379,1.379310345,2.068965517,11.276
219,E07000212,215,E10000030,Surrey,Runnymede,53981,36846,89424,38.4,79.06976744,11.62790698,2.325581395,4.651162791,2.325581395,0,12.012
220,E07000213,216,E10000030,Surrey,Spelthorne,66024,44262,99844,41.6,75.51020408,9.183673469,4.081632653,9.183673469,1.020408163,1.020408163,14.943
221,E07000214,217,E10000030,Surrey,Surrey Heath,61357,44263,89305,43.5,87.5,4.545454545,0,6.818181818,1.136363636,0,8.066
222,E07000215,218,E10000030,Surrey,Tandridge,58690,43086,88129,44.1,90.8045977,4.597701149,3.448275862,1.149425287,0,0,11.896
223,E07000216,219,E10000030,Surrey,Waverley,86357,63827,126328,44.4,89.43089431,5.691056911,1.62601626,1.62601626,0,1.62601626,7.494
224,E07000217,220,E10000030,Surrey,Woking,65252,42434,100793,40.5,77.22772277,7.920792079,1.98019802,10.89108911,0.99009901,0.99009901,10.804
225,E07000218,221,E10000031,Warwickshire,North Warwickshire,43963,34105,65264,45.7,96.77419355,1.612903226,1.612903226,0,0,0,17.907
226,E07000219,222,E10000031,Warwickshire,Nuneaton and Bedworth,81920,61882,129883,41.5,85.82677165,1.57480315,0.787401575,10.23622047,0.787401575,0.787401575,23.54
227,E07000220,223,E10000031,Warwickshire,Rugby,66673,48963,108935,41.4,80.95238095,8.571428571,1.904761905,4.761904762,1.904761905,1.904761905,14.119
228,E07000221,224,E10000031,Warwickshire,Stratford-on-Avon,94722,72854,130098,48.1,91.93548387,3.225806452,1.612903226,1.612903226,0.806451613,0.806451613,11.728
229,E07000222,225,E10000031,Warwickshire,Warwick,93354,68994,143753,40.2,84.17266187,4.316546763,0.71942446,8.633093525,0.71942446,1.438848921,12.005
230,E07000223,226,E10000032,West Sussex,Adur,43955,33795,64301,45.3,93.75,4.6875,1.5625,0,0,0,17.594
231,E07000224,227,E10000032,West Sussex,Arun,110008,86499,160758,49.1,94.23076923,5.128205128,0,0.641025641,0,0,18.638
232,E07000225,228,E10000032,West Sussex,Chichester,83540,67322,121129,48.4,91.59663866,4.201680672,0,4.201680672,0,0,14.085
233,E07000226,229,E10000032,West Sussex,Crawley,67191,47098,112409,36.9,73.87387387,9.009009009,2.702702703,10.81081081,2.702702703,0.900900901,18.94
234,E07000227,230,E10000032,West Sussex,Horsham,101636,76372,143791,46.1,90.57971014,3.623188406,0.724637681,4.347826087,0,0.724637681,9.89
235,E07000228,231,E10000032,West Sussex,Mid Sussex,98637,72415,151022,43.5,89.7260274,4.794520548,2.739726027,2.054794521,0,0.684931507,7.747
236,E07000229,232,E10000032,West Sussex,Worthing,74457,56451,110570,44.6,88.99082569,1.834862385,1.834862385,5.504587156,0,1.834862385,17.012
237,E07000234,233,E10000034,Worcestershire,Bromsgrove,67771,53531,99881,45.6,94.79166667,1.041666667,2.083333333,0,2.083333333,0,11.697
238,E07000235,234,E10000034,Worcestershire,Malvern Hills,56282,45541,78698,50.2,94.73684211,2.631578947,1.315789474,1.315789474,0,0,16.066
239,E07000236,235,E10000034,Worcestershire,Redditch,52197,38850,85261,39.9,82.14285714,8.333333333,1.19047619,7.142857143,1.19047619,0,22.524
240,E07000237,236,E10000034,Worcestershire,Worcester,62500,46580,101222,38.1,89.21568627,4.901960784,0.980392157,3.921568627,0.980392157,0,20.414
241,E07000238,237,E10000034,Worcestershire,Wychavon,90245,72793,129433,47.8,94.30894309,3.25203252,0.81300813,1.62601626,0,0,15.766
242,E07000239,238,E10000034,Worcestershire,Wyre Forest,69977,54774,101291,46.2,94.94949495,1.01010101,2.02020202,2.02020202,0,0,22.437
243,E07000240,239,E10000015,Hertfordshire,St Albans,95075,64696,148452,40.6,84.3537415,5.442176871,2.040816327,6.802721088,1.360544218,0,8.339
244,E07000241,240,E10000015,Hertfordshire,Welwyn Hatfield,66476,48061,123043,35.3,68.85245902,11.47540984,2.459016393,11.47540984,3.278688525,2.459016393,14.215
245,E07000242,241,E10000015,Hertfordshire,East Hertfordshire,96794,69613,149748,42.4,89.04109589,6.164383562,1.369863014,2.054794521,1.369863014,0,8.188
246,E07000243,242,E10000015,Hertfordshire,Stevenage,54046,39698,87845,38,81.81818182,5.681818182,1.136363636,5.681818182,3.409090909,2.272727273,19.695
247,E07000244,243,E10000029,Suffolk,East Suffolk,180407,140364,249461,49.3,88.94806924,5.592543276,1.464713715,1.864181092,1.331557923,0.798934754,19.56
248,E07000245,244,E10000029,Suffolk,West Suffolk,108343,84211,179045,41.3,88.94806924,5.592543276,1.464713715,1.864181092,1.331557923,0.798934754,16.245
249,E07000246,245,E10000027,Somerset,Somerset West and Taunton,106195,86351,155115,47.9,100,0,0,0,0,0,19.142
250,E08000001,246,E08000001,Bolton,Bolton,182683,125823,287550,38.8,77.11267606,3.521126761,1.408450704,13.02816901,2.816901408,2.112676056,30.691
251,E08000002,247,E08000002,Bury,Bury,120340,86395,190990,40.4,85.10638298,3.191489362,1.595744681,7.446808511,1.595744681,1.063829787,23.682
252,E08000003,248,E08000003,Manchester,Manchester,282928,166356,552858,30,57.6427256,6.445672192,4.051565378,18.04788214,9.944751381,3.867403315,40.005
253,E08000004,249,E08000004,Oldham,Oldham,133399,96089,237110,37.1,70.68965517,2.586206897,1.724137931,21.98275862,2.155172414,0.862068966,33.155
254,E08000005,250,E08000005,Rochdale,Rochdale,131681,89753,222412,38,75.57603687,3.225806452,0.921658986,16.58986175,1.843317972,1.843317972,34.415
255,E08000006,251,E08000006,Salford,Salford,141507,95888,258834,35,81.0483871,7.661290323,1.612903226,3.629032258,4.838709677,1.209677419,34.21
256,E08000007,252,E08000007,Stockport,Stockport,193823,140988,293423,42.6,88.3161512,3.092783505,1.030927835,4.810996564,1.030927835,1.718213058,20.826
257,E08000008,253,E08000008,Tameside,Tameside,141134,100524,226493,40.4,85.71428571,3.571428571,1.785714286,6.25,2.232142857,0.446428571,31.374
258,E08000009,254,E08000009,Trafford,Trafford,148677,106053,237354,40.5,78.63247863,4.273504274,2.564102564,9.829059829,2.991452991,1.709401709,16.088
259,E08000010,255,E08000010,Wigan,Wigan,207318,150652,328662,42.2,94.73684211,2.167182663,0.92879257,1.238390093,0.309597523,0.619195046,25.713
260,E08000011,256,E08000011,Knowsley,Knowsley,90299,69218,150862,40,95.27027027,2.027027027,1.351351351,0.675675676,0.675675676,0,43.006
261,E08000012,257,E08000012,Liverpool,Liverpool,268757,194239,498042,34.8,82.75154004,4.106776181,1.848049281,5.544147844,2.874743326,2.874743326,42.412
262,E08000013,258,E08000013,St. Helens,St. Helens,118807,92548,180585,43.1,96.62921348,1.685393258,0.561797753,0.561797753,0,0.561797753,31.518
263,E08000014,259,E08000014,Sefton,Sefton,179848,142817,276410,46.2,94.90909091,2.181818182,0.727272727,1.454545455,0,0.727272727,27.035
264,E08000015,260,E08000015,Wirral,Wirral,210490,163006,324011,44.2,94.40993789,2.173913043,0.931677019,1.552795031,0.310559006,0.621118012,29.589
265,E08000016,261,E08000016,Barnsley,Barnsley,159162,117553,246866,42.5,95.85062241,2.074688797,0.414937759,0.829875519,0.414937759,0.414937759,29.933
266,E08000017,262,E08000017,Doncaster,Doncaster,197578,147322,311890,41.3,89.32038835,5.177993528,1.294498382,2.265372168,0.970873786,0.970873786,30.289
267,E08000018,263,E08000018,Rotherham,Rotherham,174781,134055,265411,42.2,91.63498099,1.140684411,0.380228137,4.182509506,1.140684411,1.520912548,29.55
268,E08000019,264,E08000019,Sheffield,Sheffield,338531,236443,584853,35.6,80.83623693,2.264808362,3.484320557,6.271777003,4.006968641,3.135888502,27.06
269,E08000021,265,E08000021,Newcastle upon Tyne,Newcastle upon Tyne,161388,110551,302820,32.7,81.97278912,3.06122449,0.680272109,9.523809524,2.380952381,2.380952381,29.79
270,E08000022,266,E08000022,North Tyneside,North Tyneside,139080,101669,207913,43.4,95.07389163,1.477832512,0.492610837,2.463054187,0,0.492610837,22.279
271,E08000023,267,E08000023,South Tyneside,South Tyneside,96096,72481,150976,43.6,94.63087248,0.67114094,0.67114094,2.013422819,1.342281879,0.67114094,31.509
272,E08000024,268,E08000024,Sunderland,Sunderland,182518,133901,277705,42.3,95.30685921,0.722021661,0.722021661,2.888086643,0.36101083,0,30.586
273,E08000025,269,E08000025,Birmingham,Birmingham,560556,397634,1141816,32.6,51.5070922,4.875886525,2.482269504,29.87588652,8.421985816,2.836879433,38.067
274,E08000026,270,E08000026,Coventry,Coventry,187346,138148,371521,32.3,64.02266289,9.065155807,1.983002833,17.56373938,4.815864023,2.549575071,25.613
275,E08000027,271,E08000027,Dudley,Dudley,200918,152593,321596,42.2,87.42138365,0.943396226,1.257861635,7.232704403,1.886792453,1.257861635,24.103
276,E08000028,272,E08000028,Sandwell,Sandwell,179834,130818,328450,36.4,62.22910217,3.405572755,2.476780186,21.98142415,7.430340557,2.476780186,34.884
277,E08000029,273,E08000029,Solihull,Solihull,138898,107683,216374,43.4,84.03755869,3.755868545,1.408450704,8.450704225,1.408450704,0.938967136,17.37
278,E08000030,274,E08000030,Walsall,Walsall,166720,125375,285478,38.3,75.89928058,2.877697842,1.438848921,15.4676259,3.597122302,0.71942446,31.555
279,E08000031,275,E08000031,Wolverhampton,Wolverhampton,150597,109674,263357,37.6,65.63706564,5.019305019,3.474903475,17.37451737,6.563706564,1.930501931,32.102
280,E08000032,276,E08000032,Bradford,Bradford,296963,211200,539776,36,68.79699248,5.639097744,1.127819549,22.55639098,1.127819549,0.751879699,34.666
281,E08000033,277,E08000033,Calderdale,Calderdale,130866,99165,211455,42.1,89.04761905,2.857142857,0.952380952,6.19047619,0.476190476,0.476190476,26.351
282,E08000034,278,E08000034,Kirklees,Kirklees,267316,192794,439787,39.2,75.86206897,2.75862069,1.609195402,17.01149425,2.068965517,0.689655172,25.151
283,E08000035,279,E08000035,Leeds,Leeds,465324,333779,793139,35.5,81.53846154,3.846153846,2.692307692,6.794871795,3.076923077,2.051282051,27.301
284,E08000036,280,E08000036,Wakefield,Wakefield,222459,166382,348312,42.1,88.98809524,4.166666667,1.19047619,4.166666667,0.892857143,0.595238095,27.306
285,E08000037,281,E08000037,Gateshead,Gateshead,124995,93536,202055,41.4,95.07389163,1.97044335,0.492610837,1.477832512,0.492610837,0.492610837,28.217
286,E09000001,282,E09000001,City of London,City of London,5317,3080,9721,44.2,0,0,0,0,0,0,14.72
287,E09000002,283,E09000002,Barking and Dagenham,Barking and Dagenham,97039,62838,212906,32.1,36.36363636,12.44019139,3.349282297,18.18181818,24.40191388,5.263157895,32.768
288,E09000003,284,E09000003,Barnet,Barnet,217408,154911,395869,36.8,49.35064935,18.18181818,4.155844156,14.54545455,5.454545455,8.311688312,16.148
289,E09000004,285,E09000004,Bexley,Bexley,144780,101368,248287,38.7,74.28571429,4.897959184,2.040816327,6.93877551,11.02040816,0.816326531,16.273
290,E09000005,286,E09000005,Brent,Brent,181215,118709,329771,34.9,15.95092025,19.32515337,4.90797546,33.43558282,17.48466258,8.895705521,25.558
291,E09000006,287,E09000006,Bromley,Bromley,203236,143412,332336,40.6,73.70030581,9.174311927,2.752293578,6.116207951,6.422018349,1.834862385,14.163
292,E09000007,288,E09000007,Camden,Camden,122427,74220,270029,34,46.77419355,17.74193548,4.435483871,13.70967742,8.870967742,8.467741935,20.131
293,E09000008,289,E09000008,Croydon,Croydon,202227,135778,386710,37.1,48.17708333,9.635416667,5.208333333,15.36458333,19.27083333,2.34375,22.477
294,E09000009,290,E09000009,Ealing,Ealing,199651,123910,341806,36.3,26.95652174,18.84057971,5.217391304,31.30434783,9.855072464,7.826086957,22.71
295,E09000010,291,E09000010,Enfield,Enfield,179411,134492,333794,35.8,39.87915408,21.14803625,3.927492447,11.17824773,18.12688822,5.740181269,25.781
296,E09000011,292,E09000011,Greenwich,Greenwich,150297,95084,287942,34.5,51.25448029,12.18637993,3.584229391,13.97849462,16.84587814,2.150537634,24.464
297,E09000012,293,E09000012,Hackney,Hackney,127141,69641,281120,32.7,37.72893773,15.38461538,4.029304029,8.424908425,21.61172161,12.82051282,32.526
298,E09000013,294,E09000013,Hammersmith and Fulham,Hammersmith and Fulham,100779,57794,185143,34.6,43.09392265,27.0718232,3.867403315,8.287292818,12.15469613,5.524861878,22.27
299,E09000014,295,E09000014,Haringey,Haringey,135909,83269,268647,35,36.02941176,25,4.044117647,8.823529412,16.54411765,9.558823529,27.956
300,E09000015,296,E09000015,Harrow,Harrow,154416,108499,251160,37.7,28.1124498,15.26104418,2.81124498,42.57028112,5.62248996,5.62248996,15.031
301,E09000016,297,E09000016,Havering,Havering,148171,106414,259552,39.4,79.84189723,7.509881423,1.581027668,5.138339921,4.347826087,1.581027668,16.789
302,E09000017,298,E09000017,Hillingdon,Hillingdon,173488,117067,306870,35.7,45.81939799,9.698996656,3.010033445,25.75250836,8.695652174,7.023411371,18.223
303,E09000018,299,E09000018,Hounslow,Hounslow,164804,100165,271523,35.7,33.58208955,16.41791045,2.611940299,35.07462687,5.597014925,6.71641791,21.487
304,E09000019,300,E09000019,Islington,Islington,115638,66277,242467,32.1,47.4137931,18.96551724,4.74137931,7.327586207,11.63793103,9.913793103,27.535
305,E09000020,301,E09000020,Kensington and Chelsea,Kensington and Chelsea,82684,52216,156129,39,35.66878981,31.21019108,4.458598726,8.917197452,9.554140127,10.1910828,21.526
306,E09000021,302,E09000021,Kingston upon Thames,Kingston upon Thames,106550,65708,177507,36.8,62.20930233,11.62790698,3.488372093,13.37209302,2.906976744,6.395348837,11.381
307,E09000022,303,E09000022,Lambeth,Lambeth,169278,101446,326034,32.9,47.9876161,17.64705882,4.953560372,3.405572755,23.21981424,2.786377709,25.422
308,E09000023,304,E09000023,Lewisham,Lewisham,151546,89952,305842,34.7,47.98657718,14.09395973,4.697986577,8.053691275,23.15436242,2.013422819,26.661
309,E09000024,305,E09000024,Merton,Merton,125960,77672,206548,36.7,43.96135266,15.4589372,4.347826087,19.3236715,12.07729469,4.830917874,14.649
310,E09000025,306,E09000025,Newham,Newham,162150,93163,353134,31.6,15.36231884,16.23188406,1.739130435,43.76811594,14.49275362,8.405797101,29.577
311,E09000026,307,E09000026,Redbridge,Redbridge,164808,105561,305222,35.2,31.22923588,11.96013289,2.325581395,44.18604651,6.976744186,3.322259136,17.203
312,E09000027,308,E09000027,Richmond upon Thames,Richmond upon Thames,129449,80450,198019,40.4,72.30769231,14.35897436,3.58974359,5.128205128,1.538461538,3.076923077,9.425
313,E09000028,309,E09000028,Southwark,Southwark,161120,94662,318830,33.1,40.83601286,12.86173633,5.144694534,9.324758842,26.36655949,5.466237942,25.811
314,E09000029,310,E09000029,Sutton,Sutton,123417,84187,206349,39,66.33663366,7.920792079,3.96039604,12.87128713,4.455445545,4.455445545,13.987
315,E09000030,311,E09000030,Tower Hamlets,Tower Hamlets,146470,73615,324745,31,26.57807309,12.62458472,2.657807309,45.51495017,6.976744186,5.647840532,27.913
316,E09000031,312,E09000031,Waltham Forest,Waltham Forest,138339,83501,276983,34.5,36.49635036,18.24817518,3.649635036,20.4379562,16.05839416,5.109489051,25.209
317,E09000032,313,E09000032,Wandsworth,Wandsworth,188846,105947,329677,33.7,54.82866044,16.51090343,3.115264798,12.77258567,7.165109034,5.607476636,16.611
318,E09000033,314,E09000033,Westminster,Westminster,119634,71331,261317,36.2,34.4,24,3.6,12.4,7.6,18,20.339
